society,price,sector,pricePerSqft,propertyType,area,superbuilt,carpet,builtup,bedRooms,bathRooms,address,floorNum,facing,agePossesion,balcony,pooja room,servant room,study room,others,store room,furnishType,luxuryScore,areaToBedRatio
  chtels serenity,3.03,sector 109,15498.72,flat,1955.0,1955.0,1270.75,1564.0,3.0,4.0,"Chintels Serenity Sector 109, Gurgaon",12.0,north-east,relatively new property,,1,1,0,0,0,2,110,651.6666666666666
  vatika the seven lamps,1.4,sector 82,10769.23,flat,1300.0,1300.0,780.0,975.0,2.0,2.0,"Vatika The Seven Lamps Sector 82, Gurgaon",11.0,east,relatively new property,,0,0,0,0,0,1,146,650.0
  alpha corp gurgaonone 84,1.45,sector 84,,flat,,,,,2.0,2.0,"Alpha Corp GurgaonOne 84 Sector 84, Gurgaon",16.0,west,moderatly old property,,0,0,0,0,0,2,96,
"  sector 57, gurgaon",8.0,sector 57,,house,,,,,4.0,4.0,"  sector 57, gurgaon",2.0,east,relatively new property,3,1,0,0,0,0,1,63,
  pareena express heights,3.75,sector 99,10714.29,flat,3500.0,3500.0,2450.0,2975.0,4.0,4.0,"Pareena Express Heights Sector 99, Gurgaon",14.0,north-east,relatively new property,,0,1,1,0,0,2,212,875.0
  chd avenue 71,1.6,sector 71,10774.41,flat,1485.0,1485.0,965.25,1188.0,3.0,3.0,"CHD Avenue 71 Sector 71, Gurgaon",1.0,north,old property,,0,0,0,0,0,2,212,495.0
"  rwa sector 46, sector 46, gurgaon",4.5,sector 46,5555.56,house,8100.0,10530.0,6885.0,8100.0,7.0,7.0,"  rwa sector 46, sector 46, gurgaon",3.0,north-east,relatively new property,3+,0,0,0,0,1,1,166,1157.142857142857
"  bptp visionnaire, sector 70a, gurgaon",6.15,sector 70,23653.85,house,2600.0,3250.0,2080.0,2600.0,3.0,3.0,"  bptp visionnaire, sector 70a, gurgaon",2.0,east,relatively new property,3+,0,1,1,0,1,2,207,866.6666666666666
  m3m sierra 68,1.55,sector 68,12684.12,flat,1222.0,1222.0,733.1999999999999,916.5,2.0,2.0,"M3M Sierra 68 Sector 68, Gurgaon",6.0,south,relatively new property,,0,0,0,0,0,1,221,611.0
  vatika city,4.3,sector 49,19099.06,flat,2251.42,2251.42,1463.423,1801.1360000000002,3.0,4.0,"Vatika City Sector 49, Gurgaon",8.0,north,moderatly old property,,1,1,0,0,0,1,203,750.4733333333334
  m3m soulitude,1.56,sector 89,10962.75,flat,1423.0,1423.0,924.95,1138.4,3.0,3.0,"M3M Soulitude Sector 89, Gurgaon",1.0,north-east,new property,,0,1,1,0,0,2,144,474.3333333333333
"  ansals florence marvel, sushant lok phase 3, gurgaon",6.7,sector 57,,house,,,,,3.0,3.0,"  ansals florence marvel, sushant lok phase 3, gurgaon",2.0,south-east,old property,3,1,1,1,0,1,2,129,
  puri emerald bay,2.5,sector 104,14705.88,flat,1700.0,1700.0,1020.0,1275.0,2.0,3.0,"Puri Emerald Bay Sector 104, Gurgaon",10.0,west,relatively new property,,0,1,0,0,0,2,167,850.0
"  eros rosewood city, sector 49, gurgaon",5.0,sector 49,,house,,,,,4.0,4.0,"  eros rosewood city, sector 49, gurgaon",2.0,north,old property,3,0,1,0,0,0,1,89,
  bestech park view city,2.95,sector 48,16610.36,flat,1776.0,1776.0,1154.4,1420.8000000000002,3.0,3.0,"Bestech Park View City Sector 48, Gurgaon",7.0,east,old property,,0,1,0,0,0,1,148,592.0
  bestech park view grand spa,4.5,sector 81,,flat,,,,,4.0,4.0,"Bestech Park View Grand Spa Sector 81, Gurgaon",7.0,na,relatively new property,,0,1,0,0,0,2,91,
  puri emerald bay,2.5,sector 104,14705.88,flat,1700.0,1700.0,1020.0,1275.0,2.0,3.0,"Puri Emerald Bay Sector 104, Gurgaon",13.0,north,relatively new property,,0,1,0,0,0,2,134,850.0
  pareena express heights,2.25,sector 99,9513.74,flat,2365.0,2365.0,1655.5,2010.25,4.0,4.0,"Pareena Express Heights Sector 99, Gurgaon",7.0,north-east,relatively new property,,0,0,0,0,0,2,101,591.25
"  conscient heritage one, sector 62, gurgaon",2.9,sector 62,14948.45,house,1940.0,2425.0,1552.0,1940.0,3.0,4.0,"  conscient heritage one, sector 62, gurgaon",25.0,east,relatively new property,3,0,0,0,0,0,0,63,646.6666666666666
"  block-a, dlf city phase 1, gurgaon",24.0,sector 26,53120.85,house,4518.0,5873.400000000001,3840.2999999999997,4518.0,5.0,6.0,"  block-a, dlf city phase 1, gurgaon",3.0,west,old property,3,1,1,1,1,0,1,63,903.6
"  vipul tatvam villa, sector 48, gurgaon",7.5,sector 48,,house,,,,,6.0,6.0,"  vipul tatvam villa, sector 48, gurgaon",2.0,north-west,moderatly old property,3+,1,1,1,1,0,2,63,
"  ss hibiscus, sector 50, gurgaon",14.5,sector 50,23015.87,house,6300.0,8190.0,5355.0,6300.0,5.0,5.0,"  ss hibiscus, sector 50, gurgaon",2.0,north,moderatly old property,3+,1,1,1,0,1,1,148,1260.0
  m3m soulitude,1.21,sector 89,,flat,,,,,2.0,2.0,"M3M Soulitude Sector 89, Gurgaon",2.0,north-east,new property,,0,0,1,1,0,2,198,
  mahdra lumare,7.3,sector 59,24132.23,flat,3025.0,3025.0,1966.25,2420.0,3.0,4.0,"Mahindra Luminare Sector 59, Gurgaon",15.0,north-west,relatively new property,,0,1,0,0,0,0,142,1008.3333333333334
"  vatika primrose floors, sector 82, gurgaon",1.31,sector 82,6064.81,house,2160.0,2700.0,1728.0,2160.0,3.0,3.0,"  vatika primrose floors, sector 82, gurgaon",2.0,na,relatively new property,3,0,0,1,0,0,2,69,720.0
  godrej meridien,2.8,sector 106,15094.34,flat,1855.0,1855.0,1205.75,1484.0,3.0,3.0,"Godrej Meridien Sector 106, Gurgaon",9.0,north-east,relatively new property,,0,0,0,0,0,1,203,618.3333333333334
"  sector 10, gurgaon",3.5,sector 10,,house,,,,,5.0,5.0,"  sector 10, gurgaon",1.0,north-east,relatively new property,3+,0,0,1,0,0,1,97,
  indiabulls enigma,4.75,sector 110,13970.59,flat,3400.0,3400.0,2380.0,2890.0,4.0,5.0,"Indiabulls Enigma Sector 110, Gurgaon",15.0,north-east,relatively new property,,0,1,0,0,0,2,211,850.0
  dlf new town heights 2,2.53,sector 86,10702.2,flat,2364.0,2364.0,1654.8,2009.3999999999999,4.0,4.0,"DLF New Town Heights 2 Sector 86, Gurgaon",16.0,north-east,moderatly old property,,1,1,0,0,0,2,137,591.0
  sobha city,3.48,sector 108,20338.98,flat,1711.0,1711.0,1112.15,1368.8000000000002,3.0,3.0,"Sobha City Sector 108, Gurgaon",5.0,south,relatively new property,,0,0,0,0,0,2,221,570.3333333333334
  emaar mgf the palm drive,8.0,sector 66,,flat,,,,,5.0,5.0,"Emaar MGF The Palm Drive Sector 66, Gurgaon",16.0,north,relatively new property,,0,1,0,0,0,0,181,
  dlf the ultima,3.6,sector 81,17142.86,flat,2100.0,2100.0,1365.0,1680.0,3.0,4.0,"DLF The Ultima Sector 81, Gurgaon",16.0,north-east,new property,,0,1,0,0,0,1,146,700.0
"  raheja revanta, sector 78, gurgaon",4.25,sector 78,,house,,,,,4.0,3.0,"  raheja revanta, sector 78, gurgaon",4.0,na,new property,2,0,1,0,0,0,2,45,
"  paras dews, sector 106, gurgaon",2.15,sector 106,,house,,,,,4.0,3.0,"  paras dews, sector 106, gurgaon",23.0,na,relatively new property,3,1,0,1,0,0,1,207,
"  cyber city, v block dlf phase 3, gurgaon",5.35,sector 23,36148.65,house,1480.0,1924.0,1258.0,1480.0,5.0,5.0,"  cyber city, v block dlf phase 3, gurgaon",2.0,east,relatively new property,3,0,1,0,0,0,1,130,592.0
"  sector 14, gurgaon",4.5,sector 14,,house,,,,,7.0,7.0,"  sector 14, gurgaon",3.0,east,old property,3+,0,0,0,0,0,1,21,
  adani m2k oyster grande,7.5,sector 102,12975.78,flat,5780.0,5780.0,4045.9999999999995,4913.0,5.0,5.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",22.0,east,new property,,0,1,0,0,0,2,211,1156.0
"  malibu town, gurgaon",11.95,sector 47,,house,,,,,5.0,6.0,"  malibu town, gurgaon",3.0,north-east,relatively new property,3,1,1,0,0,1,1,190,
  tata primanti,4.88,sector 72,19137.25,flat,2550.0,2550.0,1657.5,2040.0,3.0,3.0,"Tata Primanti Sector 72, Gurgaon",7.0,north,new property,,0,1,0,0,0,1,221,850.0
  dlf park place,9.5,sector 54,34913.63,flat,2721.0,2721.0,1904.6999999999998,2312.85,4.0,4.0,"DLF Park Place Sector 54, Gurgaon",25.0,south-east,moderatly old property,,0,1,0,0,0,1,156,680.25
  pioneer park,2.65,sector 61,15588.24,flat,1700.0,1700.0,1105.0,1360.0,3.0,3.0,"Pioneer Park Sector 61, Gurgaon",9.0,north-west,relatively new property,,0,0,0,0,0,2,87,566.6666666666666
  ats triumph,2.62,sector 104,11441.05,flat,2290.0,2290.0,1488.5,1832.0,3.0,4.0,"ATS Triumph Sector 104, Gurgaon",15.0,east,relatively new property,,0,1,0,0,0,1,211,763.3333333333334
  shapoorji pallonji joyville gurugram,2.6,sector 102,14038.88,flat,1852.0,1852.0,1203.8,1481.6000000000001,3.0,3.0,"Shapoorji Pallonji Joyville Gurugram Sector 102, Gurgaon",3.0,north-east,relatively new property,,0,0,0,0,0,2,39,617.3333333333334
  emaar mgf the palm drive,4.09,sector 66,20974.36,flat,1950.0,1950.0,1267.5,1560.0,3.0,3.0,"Emaar MGF The Palm Drive Sector 66, Gurgaon",14.0,north-west,moderatly old property,,0,1,0,0,0,1,103,650.0
  vatika the seven lamps,2.87,sector 82,11835.05,flat,2425.0,2425.0,1697.5,2061.25,4.0,4.0,"Vatika The Seven Lamps Sector 82, Gurgaon",4.0,south,relatively new property,,0,1,0,0,1,2,159,606.25
  paras dews,1.9,sector 106,8067.94,flat,2355.0,2355.0,1648.5,2001.75,4.0,6.0,"Paras Dews Sector 106, Gurgaon",1.0,east,moderatly old property,,0,1,0,0,0,2,110,588.75
"  sector 40, gurgaon",3.1,sector 40,,house,,,,,2.0,2.0,"  sector 40, gurgaon",2.0,north-east,relatively new property,2,1,1,0,0,1,1,70,
  adani m2k oyster grande,4.75,sector 102,14853.03,flat,3198.0,3198.0,2238.6,2718.2999999999997,4.0,4.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",6.0,north-east,relatively new property,,0,1,0,0,0,2,203,799.5
  ireo the corridors,2.01,sector 67,13535.35,flat,1485.0,1485.0,891.0,1113.75,2.0,2.0,"Ireo The Corridors Sector 67A, Gurgaon",7.0,east,moderatly old property,,0,0,1,0,0,2,146,742.5
  tulip purple,2.67,sector 69,11125.0,flat,2400.0,2400.0,1680.0,2040.0,4.0,5.0,"Tulip Purple Sector 69, Gurgaon",3.0,na,relatively new property,,0,1,0,0,0,0,221,600.0
  emaar mgf palm terraces select,6.0,sector 66,16348.77,flat,3670.0,3670.0,2569.0,3119.5,5.0,5.0,"Emaar Mgf Palm Terraces Select Sector 66, Gurgaon",12.0,na,moderatly old property,,0,1,0,0,0,2,32,734.0
"  emaar the palm sprgs, sector 54, gurgaon",28.0,sector 54,43750.0,house,6400.0,8320.0,5440.0,6400.0,5.0,6.0,"  emaar the palm sprgs, sector 54, gurgaon",4.0,north,relatively new property,3+,1,1,1,0,1,0,207,1280.0
  indiabulls centrum park,2.95,sector 103,10260.87,flat,2875.0,2875.0,2012.4999999999998,2443.75,4.0,6.0,"Indiabulls Centrum Park Sector 103, Gurgaon",3.0,north-east,moderatly old property,,0,1,0,0,0,1,212,718.75
  emaar gurgaon greens,1.95,sector 102,11818.18,flat,1650.0,1650.0,1072.5,1320.0,3.0,3.0,"Emaar Gurgaon Greens Sector 102, Gurgaon",5.0,east,relatively new property,,0,1,0,0,0,2,96,550.0
"  sushant lok phase 1, gurgaon",9.5,sector 43,,house,,,,,4.0,4.0,"  sushant lok phase 1, gurgaon",2.0,north,old property,3+,1,1,1,0,1,1,109,
  unitech escape,2.5,sector 50,16129.03,flat,1550.0,1550.0,930.0,1162.5,2.0,2.0,"Unitech Escape Nirvana Country, Gurgaon",11.0,north-east,moderatly old property,,0,0,1,0,0,1,203,775.0
  m3m woodshire,1.35,sector 107,9882.87,flat,1366.0,1366.0,819.6,1024.5,2.0,2.0,"M3M Woodshire Sector 107, Gurgaon",9.0,north-west,moderatly old property,,0,0,0,0,0,2,147,683.0
  tata primanti,6.3,sector 72,19090.91,flat,3300.0,3300.0,2310.0,2805.0,4.0,4.0,"Tata Primanti Sector 72, Gurgaon",1.0,north-west,relatively new property,,0,1,0,0,0,2,94,825.0
  godrej habitat,2.43,sector 3,8678.57,flat,2800.0,2800.0,1959.9999999999998,2380.0,4.0,4.0,"Godrej Habitat Sector 3, Gurgaon",6.0,north,new property,,0,1,0,0,0,2,99,700.0
  shapoorji pallonji joyville gurugram,2.5,sector 102,13498.92,flat,1852.0,1852.0,1203.8,1481.6000000000001,3.0,3.0,"Shapoorji Pallonji Joyville Gurugram Sector 102, Gurgaon",16.0,north,relatively new property,,0,0,0,0,0,2,39,617.3333333333334
"  south city 1, gurgaon",10.75,sector 41,,house,,,,,5.0,5.0,"  south city 1, gurgaon",2.0,east,relatively new property,3+,1,1,0,0,1,2,95,
  ireo skyon,3.75,sector 60,18337.41,flat,2045.0,2045.0,1329.25,1636.0,3.0,4.0,"Ireo Skyon Sector 60, Gurgaon",10.0,north,relatively new property,,0,1,0,0,0,1,182,681.6666666666666
  tata gurgaon gateway,3.55,sector 113,13867.19,flat,2560.0,2560.0,1664.0,2048.0,3.0,4.0,"Tata Gurgaon Gateway Sector 113, Gurgaon",15.0,north-west,relatively new property,,0,1,0,0,0,1,125,853.3333333333334
  m3m woodshire,2.2,sector 107,9318.09,flat,2361.0,2361.0,1534.65,1888.8000000000002,3.0,4.0,"M3M Woodshire Sector 107, Gurgaon",6.0,north-west,relatively new property,,0,1,0,0,0,1,124,787.0
  ireo skyon,3.71,sector 60,18141.81,flat,2045.0,2045.0,1329.25,1636.0,3.0,4.0,"Ireo Skyon Sector 60, Gurgaon",6.0,north-west,relatively new property,,0,1,0,0,0,2,196,681.6666666666666
"  sushant lok 3 extension, gurgaon",10.0,sector 57,,house,,,,,3.0,3.0,"  sushant lok 3 extension, gurgaon",4.0,north-east,relatively new property,2,0,0,0,0,0,2,13,
  dlf the ultima,3.6,sector 81,17142.86,flat,2100.0,2100.0,1365.0,1680.0,3.0,4.0,"DLF The Ultima Sector 81, Gurgaon",8.0,south,relatively new property,,0,1,0,0,0,0,110,700.0
  central park flower valley aqua front towers,2.54,sector 33,14197.88,flat,1789.0,1789.0,1162.8500000000001,1431.2,3.0,3.0,"Central Park Flower Valley Aqua Front Towers Sector-33 Sohna, Gurgaon",8.0,north-east,new property,,0,0,0,0,0,1,80,596.3333333333334
"  sector 57, gurgaon",1.3,sector 57,9285.71,house,1400.0,1680.0,1050.0,1400.0,2.0,2.0,"  sector 57, gurgaon",3.0,east,relatively new property,2,1,1,1,1,0,1,56,700.0
  pareena express heights,2.45,sector 99,8477.51,flat,2890.0,2890.0,2022.9999999999998,2456.5,4.0,4.0,"Pareena Express Heights Sector 99, Gurgaon",10.0,north-east,relatively new property,,0,1,0,0,0,1,126,722.5
  aipl the peaceful homes,4.67,sector 70,15965.81,flat,2925.0,2925.0,2047.4999999999998,2486.25,4.0,5.0,"AIPL The Peaceful Homes Sector 70A, Gurgaon",22.0,north-east,relatively new property,,0,1,1,0,0,2,115,731.25
"  block c, sushant lok phase 1, gurgaon",3.3,sector 43,,house,,,,,11.0,11.0,"  block c, sushant lok phase 1, gurgaon",5.0,north,new property,3+,0,0,0,0,0,0,91,
"  vatika emilia floors, sector 83, gurgaon",1.75,sector 83,,house,,,,,3.0,3.0,"  vatika emilia floors, sector 83, gurgaon",2.0,north-east,relatively new property,3,0,0,0,1,0,2,45,
  adani m2k oyster grande,2.3,sector 102,13617.53,flat,1689.0,1689.0,1097.8500000000001,1351.2,3.0,3.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",6.0,north,relatively new property,,0,0,0,0,0,2,149,563.0
  ashiana the center court,2.72,sector 88,12505.75,flat,2175.0,2175.0,1413.75,1740.0,3.0,5.0,"Ashiana The Center Court Sector 88A, Gurgaon",8.0,east,new property,,0,1,0,0,0,1,87,725.0
"  international city by sobha phase 1, sector 109, gurgaon",9.0,sector 109,,house,,,,,4.0,4.0,"  international city by sobha phase 1, sector 109, gurgaon",2.0,east,relatively new property,3+,1,1,0,0,1,2,193,
"  eros rosewood villas, sector 49, gurgaon",5.7,sector 49,,house,,,,,4.0,4.0,"  eros rosewood villas, sector 49, gurgaon",2.0,west,old property,3,1,1,0,0,0,2,127,
  m3m heights,3.77,sector 65,18480.39,flat,2040.0,2040.0,1326.0,1632.0,3.0,3.0,"M3M Heights Sector 65, Gurgaon",2.0,south,relatively new property,,0,1,0,0,0,1,125,680.0
  microtek greenburg,2.05,sector 86,13851.35,flat,1480.0,1480.0,888.0,1110.0,2.0,2.0,"Microtek Greenburg Sector 86, Gurgaon",16.0,north-east,relatively new property,,0,0,1,0,0,1,200,740.0
  emaar palm gardens,2.65,sector 83,,flat,,,,,3.0,4.0,"Emaar Palm Gardens Sector 83, Gurgaon",12.0,north-east,relatively new property,,0,1,0,0,0,2,75,
  paras dews,1.89,sector 106,8025.48,flat,2355.0,2355.0,1648.5,2001.75,4.0,5.0,"Paras Dews Sector 106, Gurgaon",10.0,east,moderatly old property,,0,1,0,0,0,2,110,588.75
  mapsko paradise,1.35,sector 83,10074.63,flat,1340.0,1340.0,871.0,1072.0,3.0,3.0,"Mapsko Paradise Sector 83, Gurgaon",10.0,north,relatively new property,,0,0,0,0,0,1,221,446.6666666666667
  unitech escape,2.5,sector 50,16129.03,flat,1550.0,1550.0,930.0,1162.5,2.0,2.0,"Unitech Escape Nirvana Country, Gurgaon",6.0,north-east,relatively new property,,0,0,1,0,0,1,130,775.0
  m3m woodshire,1.87,sector 107,9624.29,flat,1943.0,1943.0,1262.95,1554.4,3.0,3.0,"M3M Woodshire Sector 107, Gurgaon",6.0,west,relatively new property,,0,0,0,0,1,1,208,647.6666666666666
"  u block dlf phase 3, gurgaon",2.35,sector 23,,house,,,,,7.0,7.0,"  u block dlf phase 3, gurgaon",4.0,east,moderatly old property,3+,0,0,0,1,0,0,63,
  ansal,2.9,sector 56,13425.93,flat,2160.0,2160.0,1404.0,1728.0,3.0,3.0,"Ansal Sushant Lok Phase 2, Gurgaon",2.0,north-east,relatively new property,,0,0,1,0,0,1,97,720.0
  shapoorji pallonji joyville gurugram,2.92,sector 102,12166.67,flat,2400.0,2400.0,1680.0,2040.0,4.0,4.0,"Shapoorji Pallonji Joyville Gurugram Sector 102, Gurgaon",15.0,east,new property,,0,0,0,0,0,1,94,600.0
  adani m2k oyster grande,2.55,sector 102,13499.21,flat,1889.0,1889.0,1227.8500000000001,1511.2,3.0,3.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",7.0,north,new property,,0,1,0,0,0,2,91,629.6666666666666
  mapsko mount ville,1.9,sector 79,12751.68,flat,1490.0,1490.0,968.5,1192.0,3.0,3.0,"Mapsko Mount Ville Sector 79, Gurgaon",15.0,east,relatively new property,,1,1,1,0,1,1,221,496.6666666666667
"  sector 27, gurgaon",4.0,sector 27,,house,,,,,6.0,6.0,"  sector 27, gurgaon",3.0,na,relatively new property,3+,0,0,0,0,0,0,175,
  m3m woodshire,1.71,sector 107,8800.82,flat,1943.0,1943.0,1262.95,1554.4,3.0,3.0,"M3M Woodshire Sector 107, Gurgaon",5.0,east,relatively new property,,0,0,0,0,0,1,221,647.6666666666666
  imperia the esfera,1.63,sector 37,8009.83,flat,2035.0,2035.0,1322.75,1628.0,3.0,5.0,"Imperia The Esfera Sector 37C, Gurgaon",11.0,north-east,new property,,0,1,1,0,0,2,96,678.3333333333334
  tata primanti,4.9,sector 72,19215.69,flat,2550.0,2550.0,1657.5,2040.0,3.0,3.0,"Tata Primanti Sector 72, Gurgaon",3.0,east,relatively new property,,0,1,0,0,0,2,207,850.0
  m3m woodshire,1.3,sector 107,9516.84,flat,1366.0,1366.0,819.6,1024.5,2.0,2.0,"M3M Woodshire Sector 107, Gurgaon",8.0,south,moderatly old property,,0,0,0,0,0,2,77,683.0
"  south zone rwa, sector 23, gurgaon",6.15,sector 23,,house,,,,,4.0,4.0,"  south zone rwa, sector 23, gurgaon",1.0,north,old property,0,1,0,1,0,1,1,144,
  ramprastha the edge towers,1.1,sector 37,8396.95,flat,1310.0,1310.0,786.0,982.5,2.0,2.0,"Ramprastha The Edge Towers Sector 37D, Gurgaon",2.0,north,moderatly old property,,0,0,0,0,0,2,109,655.0
  ashiana the center court,2.25,sector 88,11780.1,flat,1910.0,1910.0,1241.5,1528.0,3.0,3.0,"Ashiana The Center Court Sector 88A, Gurgaon",11.0,west,relatively new property,,0,0,0,0,0,1,203,636.6666666666666
"  dlf alameda, sector 73, gurgaon",21.0,sector 73,43209.88,house,4860.0,6318.0,4131.0,4860.0,5.0,6.0,"  dlf alameda, sector 73, gurgaon",2.0,east,new property,3+,1,1,1,1,0,0,181,972.0
  experion wdchants,4.24,sector 112,15132.05,flat,2802.0,2802.0,1821.3,2241.6,3.0,3.0,"Experion Windchants Sector 112, Gurgaon",18.0,north,new property,,0,1,0,0,0,1,149,934.0
"  eros rosewood villas, sector 49, gurgaon",5.0,sector 49,,house,,,,,4.0,4.0,"  eros rosewood villas, sector 49, gurgaon",2.0,west,old property,3,1,0,1,0,0,1,63,
"  b block sushant lok phase 1, gurgaon",13.5,sector 43,,house,,,,,4.0,4.0,"  b block sushant lok phase 1, gurgaon",2.0,east,old property,3+,1,1,1,0,1,2,25,
"  ansals palam vihar, palam vihar, gurgaon",3.6,sector 1,,house,,,,,2.0,2.0,"  ansals palam vihar, palam vihar, gurgaon",1.0,north,moderatly old property,1,0,0,0,0,1,2,80,
  godrej habitat,2.68,sector 3,,flat,,,,,4.0,4.0,"Godrej Habitat Sector 3, Gurgaon",6.0,north,new property,,0,0,0,0,0,2,203,
  sare crescent parc,1.68,sector 92,8167.23,flat,2057.0,2057.0,1439.8999999999999,1748.45,4.0,4.0,"Sare Crescent Parc Sector 92, Gurgaon",8.0,south-east,relatively new property,,0,1,0,0,0,1,158,514.25
  gpl eden heights,2.8,sector 70,13023.26,flat,2150.0,2150.0,1397.5,1720.0,3.0,4.0,"GPL Eden Heights Sector 70, Gurgaon",7.0,east,relatively new property,,0,1,1,0,0,1,221,716.6666666666666
"  anant raj manor villas, sector 63, gurgaon",12.5,sector 63,16666.67,house,7500.0,9750.0,6375.0,7500.0,6.0,6.0,"  anant raj manor villas, sector 63, gurgaon",4.0,north,new property,3+,1,1,1,0,1,0,207,1250.0
"  sector 22b, gurgaon",6.5,sector 22b,,house,,,,,6.0,6.0,"  sector 22b, gurgaon",3.0,north-east,moderatly old property,3+,0,0,0,0,0,2,73,
  m3m golfestate,13.0,sector 65,26041.67,flat,4992.0,4992.0,3494.3999999999996,4243.2,4.0,4.0,"M3M Golfestate Sector 65, Gurgaon",16.0,north,relatively new property,,1,1,1,0,1,0,221,1248.0
"  sector 57, gurgaon",6.75,sector 57,,house,,,,,3.0,3.0,"  sector 57, gurgaon",4.0,north-west,relatively new property,2,0,1,0,0,0,1,22,
  bhagwanti apartment,2.5,sector 56,12500.0,flat,2000.0,2000.0,1300.0,1600.0,3.0,3.0,"Bhagwanti Apartment Sector 56, Gurgaon",4.0,east,old property,,1,0,0,0,0,1,142,666.6666666666666
  ats triumph,3.5,sector 104,11111.11,flat,3150.0,3150.0,2205.0,2677.5,4.0,4.0,"ATS Triumph Sector 104, Gurgaon",7.0,north-east,relatively new property,,0,1,0,0,0,1,203,787.5
  aawas buildg,2.3,sector 39,,flat,,,,,4.0,4.0,"Aawas Building Sector 39, Gurgaon",7.0,north-east,old property,,0,1,0,0,0,1,63,
"  emaar mgf marbella, sector 66, gurgaon",17.75,sector 66,39444.44,house,4500.0,5850.0,3825.0,4500.0,5.0,7.0,"  emaar mgf marbella, sector 66, gurgaon",3.0,east,relatively new property,3,1,1,1,1,0,1,63,900.0
  m3m heights,2.45,sector 65,19429.02,flat,1261.0,1261.0,756.6,945.75,2.0,2.0,"M3M Heights Sector 65, Gurgaon",25.0,south-east,relatively new property,,0,0,0,0,0,1,87,630.5
  ats kocoon,4.25,sector 109,13957.31,flat,3045.0,3045.0,2131.5,2588.25,4.0,5.0,"ATS Kocoon Sector 109, Gurgaon",10.0,east,relatively new property,,1,1,1,0,1,1,221,761.25
  sobha city,4.15,sector 108,20028.96,flat,2072.0,2072.0,1346.8,1657.6000000000001,3.0,3.0,"Sobha City Sector 108, Gurgaon",14.0,east,relatively new property,,0,0,0,0,0,2,211,690.6666666666666
  m3m woodshire,1.3,sector 107,9516.84,flat,1366.0,1366.0,819.6,1024.5,2.0,2.0,"M3M Woodshire Sector 107, Gurgaon",5.0,east,relatively new property,,0,0,0,0,0,2,77,683.0
  ramprastha primera,1.63,sector 37,9055.56,flat,1800.0,1800.0,1170.0,1440.0,3.0,3.0,"Ramprastha Primera Sector 37D, Gurgaon",4.0,north,relatively new property,,0,0,0,1,0,1,94,600.0
  vipul lavanya,1.46,sector 81,9358.97,flat,1560.0,1560.0,1014.0,1248.0,3.0,3.0,"Vipul Lavanya Sector 81, Gurgaon",6.0,north,relatively new property,,0,0,0,0,0,1,159,520.0
