propertName,links,rating,society,price,area,areaWithType,bedRooms,bathRooms,additionalRooms,address,floorNum,facing,agePossesion,nearbyLocation,description,furnishDetails,features,propertyId,flatName,sector
"3 BHK FlatinSector 81, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-grand-spa-sector-81-gurgaon-2660-sq-ft-spid-N78455457,4.0,  Bestech Park View Grand Spa,3.6,2660.0,,3 Bedrooms,4 Bathrooms,Servant Room,"Bestech Park View Grand Spa Sector 81, Gurgaon",7th   of 19 Floors,South-East,1 to 5 Year Old,"Sapphire 83 Mall NH-8, IMT Manesar Dwarka Expressway St. Xavier's High School Spectra Hospital Indira Gandhi International Airport IMT Manesar Hyatt Regency Gurgaon SkyJumper Trampoline Park National Tennis Academy","It's a 3bhk servant room family lounge with 4 toilet apartment in bestech park view grand spa, sector 81, gurgaon. It's semi-Furnished with ac, modular kitchen, sun facing, corner unit, very good location.
Call us for more details and site visit.
 
 Additional details :Piped gas facility is availa...","['4 Wardrobe', '7 Fan', '9 Light', '1 Modular Kitchen', '6 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Water purifier Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Intercom Facility Lift Maintenance Staff False Ceiling Lighting Water Storage No open drainage around Bank Attached Property Piped-gas Internetwi-fi connectivity Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,N78455457,"3 BHK flat in  Bestech Park View Grand Spa , Sector 81",81
"3 BHK FlatinSector 60, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-skyon-sector-60-gurgaon-2045-sq-ft-r1-spid-N77670067,4.0,  Ireo Skyon,4.49,2045.0,1289.0,3 Bedrooms,4 Bathrooms,Servant Room,"Ireo Skyon Sector 60, Gurgaon",7th   of 12 Floors,South-West,1 to 5 Year Old,"Sector 55-56 Metro Golf Course Extension Adarsh Senior Secondary School Swastik Hospital Sec 66 IGI Airport Surajgarh Gurgaon, Golf Course Ext Rd International Tech Park Gurgaon,","This beautiful 3 bhk flat in sector 60 gurgaon is situated in ireo skyon, one of the popular residential society in gurgaon. The flat is facing the north-East direction. The flat occupies a super built up area of 2045 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and 3 balconies. This flat lies on...","['4 Wardrobe', '4 Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', '8 Light', '1 Curtains', '1 Modular Kitchen', '1 Chimney', '5 AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Piped-gas Visitor Parking Swimming Pool Park Internetwi-fi connectivity Shopping Centre Fitness Centre  GYM Waste Disposal Rain Water Harvesting Club house  Community Center Water softening plant,N77670067,"3 BHK flat in  Ireo Skyon , Sector 60",60
"3 BHK FlatinSector 81, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vipul-lavanya-sector-81-gurgaon-1560-sq-ft-spid-O79987405,3.8,  Vipul Lavanya,1.46,1560.0,,3 Bedrooms,3 Bathrooms,,"Vipul Lavanya Sector 81, Gurgaon",6th   of 14 Floors,North,1 to 5 Year Old,Millennium City Centre Gurugram Town Square 2 Manesar Road Sh. S. N. Sidheshwar Sr. Sec. Public Singhania University Fortis Hospital Indira Gandhi International Airport Garhi Harsaru Junction Unitech Business Park Kaara AapnoGhar Manesar Golf Course Nakhrola Stadium,"Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in vipul lavanya that is situated in sector 81 gurgaon. This residential flat is north-Facing direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super b...","['1 Exhaust Fan', '7 Light', '1 Modular Kitchen', '1 Curtains', '1 Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Intercom Facility Lift High Ceiling Height Maintenance Staff Water Storage No open drainage around Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Shopping Centre Fitness Centre  GYM Waste Disposal Rain Water Harvesting Club house  Community Center,O79987405,"3 BHK flat in  Vipul Lavanya , Sector 81",81
"4 BHK FlatinSector 81, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-ultima-sector-81-gurgaon-2995-sq-ft-spid-V79620037,4.2,  DLF The Ultima,4.95,2995.0,2450.0,4 Bedrooms,4 Bathrooms,Servant Room,"DLF The Ultima Sector 81, Gurgaon",8th   of 29 Floors,North,1 to 5 Year Old,"Huda Metro Station (Gurugram) Vatika Town Square-INXT Manesar Road NH 48 Euro International School, Sec 84 SGT University Miracles Apollo Cradle Hospital Indira Gandhi Intl Airport Garhi Harsaru Junction","This beautiful 4 bhk flat in sector 81 gurgaon is situated in dlf the ultima, one of the popular residential society in gurgaon. This residential flat is east-Facing direction. Containing 4 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 2995 sq.F...","['7 Fan', '1 Fridge', '1 Exhaust Fan', '5 Geyser', '1 Stove', '8 Light', '1 Modular Kitchen', '1 Chimney', '4 Wardrobe', '1 Washing Machine', '1 Microwave', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Sofa', 'No TV', 'No Water Purifier']",Power Back-up Private Garden  Terrace Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Separate entry for servant room No open drainage around Piped-gas Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Shopping Centre Fitness Centre  GYM Waste Disposal Rain Water Harvesting Club house  Community Center Water softening plant,V79620037,"4 BHK flat in  DLF The Ultima , Sector 81",81
"2 BHK FlatinSector 81, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-ananda-sector-81-gurgaon-1360-sq-ft-spid-G78888559,4.1,  Bestech Park View Ananda,1.5,1360.0,,2 Bedrooms,2 Bathrooms,,"Bestech Park View Ananda Sector 81, Gurgaon",9th   of 15 Floors,North-East,1 to 5 Year Old,Metro Station Kankrola sec 87 Sapphire 83 Mall Dwarka Expressway St. Xavier's High School Miracles Apollo Cradle /Spectra Hospital Indira Gandhi International Airport IMT Manesar Heritage Village Resort & Spa SkyJumper Trampoline Park National Tennis Academy,"Check out this 2 bhk apartment for sale in bestech park view ananda, a popular residential project that houses in-Demand flats in sector 81 gurgaon. This property faces the north-East direction. The flat occupies a super built up area of 1360 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and more ...","['2 Wardrobe', '5 Fan', '1 Exhaust Fan', '2 Geyser', '15 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Feng Shui  Vaastu Compliant Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Piped-gas Visitor Parking Swimming Pool Park Security Personnel Internetwi-fi connectivity Shopping Centre Fitness Centre  GYM Waste Disposal Rain Water Harvesting Club house  Community Center Water softening plant,G78888559,"2 BHK flat in  Bestech Park View Ananda , Sector 81",81
"4 BHK FlatinSector 99, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-cosmos-express-99-sector-99-gurgaon-3000-sq-ft-spid-L79944263,,  Cosmos Express 99,2.95,,3000.0,4 Bedrooms,5 Bathrooms,Servant Room,"Cosmos Express 99 Sector 99, Gurgaon",3rd   of 13 Floors,North-East,1 to 5 Year Old,Satya The Hive Dwarka Expressway Euro International School Gurugram University Kathuria Hospital Indira Gandhi International Airport Gurgaon Railway Station Emaar Business District 99 Holiday Inn Gurugram Fun and food Village Nehru Stadium,"This lovely 4 bhk apartment/flat in sector 99 gurgaon is available for sale in one of gurgaon's most popular projects, cosmos express 99. This is a north-East-Facing property. The flat is over 3000 sq.Ft. Built up area and comes with 4 bedroom(s), 5 bathrooms and 2 balconies. The property is located...","['4 Wardrobe', '1 Exhaust Fan', '6 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Feng Shui  Vaastu Compliant Intercom Facility Lift Maintenance Staff Water Storage Bank Attached Property Visitor Parking Swimming Pool Park Security Personnel Natural Light Shopping Centre Fitness Centre  GYM Rain Water Harvesting Club house  Community Center Water softening plant,L79944263,"4 BHK flat in  Cosmos Express 99 , Sector 99",99
"3 BHK FlatinSector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-heritage-max-sector-102-gurgaon-2149-sq-ft-spid-H80573547,4.2,  Conscient Heritage Max,3.0,2149.0,,3 Bedrooms,4 Bathrooms,"Study Room,Servant Room","Conscient Heritage Max Sector 102, Gurgaon",17th   of 25 Floors,East,1 to 5 Year Old,Huda Metro Station Ocus Medley Mall The Esplanade Mall Gurugram Road Dwarka Expy Prime Scholars International School DPG Degree College The Signature Advanced Super Speciality Indira Gandhi Intl Airport Basai Dhankot Railway Station Altrade Business Centre Holiday Inn Gurugram Sector 90 SkyJumper Trampoline Park Gurgaon Hamoni Golf Camp Nehru Stadium,"Located in the popular residential address of sector 102 gurgaon, conscient heritage max is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This property faces the east direction. Containing 3 bedroom(s), 4 bathrooms and...","['3 Wardrobe', '6 Fan', '1 Exhaust Fan', '3 Geyser', '1 Stove', '13 Light', '6 AC', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Intercom Facility Lift High Ceiling Height Maintenance Staff Water Storage Separate entry for servant room No open drainage around Piped-gas Internetwi-fi connectivity Recently Renovated Visitor Parking Swimming Pool Park Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,H80573547,"3 BHK flat in  Conscient Heritage Max , Sector 102",102
"4 BHK FlatinSector 54, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-park-place-sector-54-gurgaon-2704-sq-ft-spid-J80876553,3.9,  DLF Park Place,9.65,2704.0,2300.0,4 Bedrooms,4 Bathrooms,Servant Room,"DLF Park Place Sector 54, Gurgaon",17th   of 30 Floors,East,10+ Year Old,"Sector 53-54 Metro Station Sector 54 Chowk Suncity Shopping Complex IILM University, Gurugram EuroKids Preschool Suncity Sushant University Suncity School Gurgaon Vallores Pre School YES Bank ATM Paras Hospitals, Gurgaon W Pratiksha Hospital Umkal Hospital Health Care Pharmacy Apollo Pharmacy Haryana City Gas","Dlf park place is one of gurgaon's most sought after destination for apartments and this 4 bhk flat in sector 54 gurgaon is your opportunity to be a part of this community. This property faces the east direction. The floor plan additionally contains 4 bedroom(s), 4 bathrooms and more than 3 balconie...","['1 Water Purifier', '10 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '14 Light', '7 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '5 Wardrobe', '1 Washing Machine', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV']",Security  Fire Alarm Feng Shui  Vaastu Compliant Intercom Facility Lift Maintenance Staff Water Storage Piped-gas Visitor Parking Swimming Pool Park Security Personnel Shopping Centre Fitness Centre  GYM Rain Water Harvesting Club house  Community Center,J80876553,"4 BHK flat in  DLF Park Place , Sector 54",54
"3 BHK FlatinSector 65, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-1828-sq-ft-spid-D80105949,3.8,  M3M Heights,3.4,1828.0,,3 Bedrooms,3 Bathrooms,,"M3M Heights Sector 65, Gurgaon",18th   of 34 Floors,East,1 to 5 Year Old,Rapid Metro Sector 56 M3m 65th Avenue Mall Golf Course Extension Road Gurgaon - Delhi Expy DPS International School DPG Institute of Technology Park Hospital Indira Gandhi International Airport Lemon Tree Hotel SkyJumper Trampoline Park PVR Drive in Theatre,"This 3 bhk apartment is available for sale in m3m heights, one of the most prominent projects for flats in sector 65 gurgaon. The flat is east-Facing. The flat is over 1828 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. The flat has a total of 34 floors and this...","['4 Wardrobe', '4 Fan', '8 Light', '3 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Intercom Facility Lift Maintenance Staff Water Storage Visitor Parking Swimming Pool Park Shopping Centre Fitness Centre  GYM Club house  Community Center,D80105949,"3 BHK flat in  M3M Heights , Sector 65",65
"2 BHK FlatinSector 106, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-1366-sq-ft-r1-spid-T74608521,3.4,  Godrej Meridien,2.0,1366.0,,2 Bedrooms,2 Bathrooms,Store Room,"Godrej Meridien Sector 106, Gurgaon",7th   of 25 Floors,North,0 to 1 Year Old,"Huda metro station Gurgaon Dreamz Mall Dwarka Expressway Delhi Ajmer Expressway Euro International School, Sector- 109 The NorthCap University Dev Hospital Indira Gandhi International Airport Gurgaon Railway Station Infinity Business Park Hamoni Golf Camp Tau DeviLal Sports Complex","This 2 bhk apartment is available for sale in godrej meridien, one of the most prominent projects for flats in sector 106 gurgaon. The flat is facing the north direction. Constructed on a super built up area of 1366 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and more than 3 balconies. The ...","['4 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Intercom Facility Lift High Ceiling Height Maintenance Staff Swimming Pool Separate entry for servant room Park Piped-gas Security Personnel Fitness Centre  GYM Club house  Community Center Water softening plant,T74608521,"2 BHK flat in  Godrej Meridien , Sector 106",106
"4 BHK Flatin Sector 65, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-m3m-golfestate-sector-65-gurgaon-6365-sq-ft-spid-H75324019,4.3,  M3M Golfestate,15.92,6365.0,,4 Bedrooms,5 Bathrooms,"Servant Room,Study Room,Pooja Room,Store Room","M3M Golfestate Sector 65, Gurgaon",32nd   of 35 Floors,East,1 to 5 Year Old,Sector 54 Chowk Metro Station Sahara Mall NH 248A Shiksha Bharti Public School Gurugram University Park Hospital Indira Gandhi International Airport Garhi Harsaru Junction Holiday Inn Express Gurugram,"M3m golf estate is located on extension road, sector 65, gurgaon.No one knows golf estate like we do!Golf estate is one of its own kind on a 60 acres land with a golf course. It offers a golf resort style luxury living.Golf estate has 860 units in 3bhk, 4bhk, 5bhk, penthouses configurations wi...","['1 Water Purifier', '1 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Stove', '1 Light', '1 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '1 Bed', '1 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No Geyser']",Water purifier Centrally Air Conditioned Security  Fire Alarm Feng Shui  Vaastu Compliant Private Garden  Terrace Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Bank Attached Property Piped-gas Internetwi-fi connectivity Recently Renovated Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,H75324019,"4 BHK flat in  M3M Golfestate ,  Sector 65",65
"4 BHK Flatin Sector 59, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-raisina-residency-sector-59-gurgaon-3400-sq-ft-spid-E79648899,3.8,  Raisa Residency,5.9,,3400.0,4 Bedrooms,5 Bathrooms,"Pooja Room,Servant Room","Raisina Residency Sector 59, Gurgaon",5th   of 20 Floors,East,5 to 10 Year Old,Sector 55-56  Huda Sector Rapid Metro Pioneer Park Shopping Mall Govt Veterinary Hospital Lovely Public School Shiv Mandir Allahabad Bank Axis Bank HDFC Bank Jinga Lala Theme Park Gurgaon Lemon Tree Hotel AFS Sports Center CH. Hetram Bhati Chowk AP SPORTS CRICKET GROUND Pet Resort And Cafe Post Office  Kadarpur,Luxurious flat with prime location very well maintained by tata flats,"['4 Wardrobe', '6 Fan', '5 Geyser', '1 Stove', '19 Light', '1 Curtains', '1 Modular Kitchen', '1 Chimney', '6 AC', 'No Bed', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Intercom Facility Lift Maintenance Staff Water Storage Visitor Parking Swimming Pool Park Security Personnel Shopping Centre Fitness Centre  GYM Rain Water Harvesting Club house  Community Center,E79648899,"4 BHK flat in  Raisa Residency ,  Sector 59",59
